"User ID","Age","Gender","Height (cm)","Weight (kg)","Workout Type","Workout Duration (mins)","Calories Burned","Heart Rate (bpm)","Steps Taken","Distance (km)","Workout Intensity","Sleep Hours","Daily Calories Intake","Resting Heart Rate (bpm)","Mood Before Workout","Mood After Workout","Age Group"
7990,59,"Male",175,105,"Cycling",104,264,174,15735,13.44,"High",6,2790,89,"Tired","Energized","Senior"
7991,22,"Other",175,117,"Running",11,933,179,16436,7.65,"Medium",5.7,3695,88,"Happy","Energized","Young"
7998,59,"Female",175,87,"Yoga",108,717,125,14486,1.69,"Low",10,1556,56,"Stressed","Energized","Senior"
8021,18,"Male",160,116,"Yoga",99,966,140,7938,2.11,"High",10,3366,50,"Happy","Fatigued","Young"
8027,35,"Female",194,59,"HIIT",23,485,173,1245,14.67,"High",6.2,2946,88,"Happy","Energized","Middle-aged"
8056,18,"Male",161,50,"Running",24,371,151,19717,2.57,"Medium",8.5,3413,59,"Stressed","Neutral","Young"
8082,43,"Female",168,106,"Cycling",15,169,178,19961,14.78,"High",5.6,3362,88,"Stressed","Neutral","Middle-aged"
8084,57,"Male",199,96,"Strength",10,739,98,8593,0.84,"High",6.7,2471,61,"Happy","Neutral","Senior"
8102,58,"Male",151,119,"Cardio",119,268,82,6223,14.85,"Medium",5.5,1738,61,"Tired","Fatigued","Senior"
8122,20,"Male",194,85,"HIIT",15,144,85,3177,5.27,"Low",9.7,2841,65,"Stressed","Fatigued","Young"
8142,58,"Male",150,80,"Cardio",33,647,179,5433,7.42,"Medium",4.5,2945,53,"Tired","Fatigued","Senior"
8149,55,"Other",187,53,"Running",31,160,138,1888,7.9,"Medium",4.2,2273,86,"Tired","Fatigued","Senior"
8186,53,"Female",174,50,"Yoga",115,381,146,1895,0.89,"Medium",9.1,1987,52,"Tired","Neutral","Senior"
8207,59,"Other",182,53,"Running",37,936,104,13618,14.23,"Medium",4.1,3919,50,"Tired","Fatigued","Senior"
8219,18,"Other",152,102,"Yoga",47,947,155,18815,14.93,"Medium",8.7,2325,78,"Tired","Energized","Young"
8238,55,"Other",185,114,"Yoga",20,181,98,2208,3.77,"Medium",7.2,1957,88,"Neutral","Energized","Senior"
8253,42,"Female",151,63,"Strength",94,540,90,3423,13.66,"High",10,1629,60,"Neutral","Fatigued","Middle-aged"
8277,18,"Male",150,116,"Cardio",114,116,97,6356,14.46,"Low",4.9,2755,85,"Tired","Energized","Young"
8291,20,"Female",153,55,"Yoga",96,649,81,4625,14.35,"High",4.7,2838,53,"Happy","Neutral","Young"
8303,59,"Female",150,108,"Cardio",68,917,153,14907,7.5,"High",7.5,1512,54,"Stressed","Fatigued","Senior"
8305,18,"Male",182,56,"Yoga",115,981,102,19445,13.52,"High",10,1873,65,"Neutral","Fatigued","Young"
8357,55,"Male",198,116,"Cardio",119,148,131,9258,13.9,"Medium",6.7,3140,89,"Tired","Energized","Senior"
8360,51,"Other",159,79,"Yoga",113,995,101,7000,0.76,"Medium",4.7,3657,72,"Happy","Fatigued","Senior"
8368,18,"Male",154,119,"Cardio",119,195,169,3574,8.77,"Medium",6.8,3927,62,"Tired","Fatigued","Young"
8387,54,"Other",188,54,"Cycling",105,124,99,11751,3.37,"High",4.6,3911,88,"Happy","Neutral","Senior"
8441,43,"Female",198,119,"Cycling",21,377,177,19291,3.45,"High",6.2,3901,51,"Stressed","Fatigued","Middle-aged"
8476,59,"Female",195,78,"Strength",56,386,179,19425,1.11,"High",6.2,3964,60,"Happy","Neutral","Senior"
8478,48,"Other",167,54,"Cardio",36,138,102,18101,5,"Medium",4,1716,66,"Stressed","Energized","Middle-aged"
8482,55,"Other",198,51,"HIIT",101,971,157,1686,2.87,"Low",7.2,2598,73,"Stressed","Energized","Senior"
8520,20,"Male",195,105,"Strength",115,496,161,2291,14.95,"High",9.6,2943,86,"Happy","Energized","Young"
8526,22,"Other",183,75,"Yoga",115,602,168,1059,1.04,"Medium",4.1,3472,81,"Happy","Energized","Young"
8545,23,"Other",184,63,"HIIT",21,217,143,4988,14.71,"Medium",4.7,3645,50,"Happy","Fatigued","Young"
8555,30,"Female",195,66,"Cycling",24,645,175,17460,14.14,"Low",9.9,3759,89,"Neutral","Neutral","Young"
8576,27,"Other",199,64,"Running",47,181,137,1631,5.49,"High",4.6,3388,89,"Happy","Fatigued","Young"
8593,20,"Other",157,117,"HIIT",20,663,179,19581,11.08,"High",4.3,3691,54,"Neutral","Neutral","Young"
8617,58,"Other",172,119,"Cardio",113,407,81,2117,5.44,"Low",4.3,3298,56,"Neutral","Fatigued","Senior"
8638,22,"Other",194,51,"HIIT",51,227,105,3681,12.76,"Medium",4.9,1711,84,"Happy","Neutral","Young"
8648,56,"Female",157,87,"Strength",80,772,96,1975,10.72,"Low",4.4,1559,89,"Happy","Energized","Senior"
8649,29,"Male",159,50,"HIIT",116,337,84,10979,3.52,"Low",7.2,3238,50,"Happy","Fatigued","Young"
8652,22,"Other",167,62,"HIIT",54,425,83,19397,0.71,"Low",9.4,3477,87,"Neutral","Fatigued","Young"
8655,24,"Female",152,83,"Cardio",41,221,171,1682,11.23,"Medium",5.2,3896,89,"Neutral","Energized","Young"
8663,54,"Female",150,119,"Cycling",38,465,94,6112,2.32,"High",5.5,3330,88,"Happy","Neutral","Senior"
8687,33,"Female",188,51,"Yoga",82,977,178,7679,0.77,"Low",4,1755,57,"Neutral","Fatigued","Middle-aged"
8706,52,"Male",196,106,"Cycling",104,967,86,17474,12.41,"Medium",4.1,3493,52,"Happy","Fatigued","Senior"
8766,22,"Male",154,100,"Running",87,993,102,19191,10.85,"High",4.4,3383,77,"Tired","Fatigued","Young"
8774,58,"Male",156,69,"Yoga",100,203,84,16582,4.55,"High",9.6,3056,54,"Tired","Fatigued","Senior"
8802,54,"Female",179,96,"Cardio",119,100,179,3453,12.82,"Medium",4.6,3030,89,"Neutral","Fatigued","Senior"
8817,37,"Female",183,81,"Cardio",103,317,81,16129,15,"Medium",6.1,2264,50,"Stressed","Fatigued","Middle-aged"
8874,42,"Other",174,103,"Cycling",88,214,179,12544,13.15,"Medium",4.1,1651,53,"Happy","Fatigued","Middle-aged"
8879,18,"Male",196,101,"Strength",80,636,161,18790,13.69,"Low",5.9,3780,52,"Stressed","Fatigued","Young"
8884,56,"Other",162,53,"Cycling",47,960,179,3453,1.48,"High",9,3177,58,"Happy","Energized","Senior"
8909,50,"Other",166,68,"Strength",22,119,175,19335,8.97,"Medium",4.5,3533,88,"Stressed","Energized","Middle-aged"
8911,31,"Male",166,90,"HIIT",118,680,171,19826,5.09,"Medium",4.1,1526,86,"Happy","Energized","Middle-aged"
8932,45,"Male",183,106,"Cardio",23,807,175,19547,14.99,"High",4.7,1586,86,"Neutral","Neutral","Middle-aged"
8967,56,"Female",166,61,"Cycling",114,898,102,1400,6.57,"Medium",5.3,3735,87,"Stressed","Fatigued","Senior"
8969,52,"Male",196,59,"Yoga",22,378,176,1733,13.64,"Low",10,2252,80,"Tired","Energized","Senior"
9022,20,"Male",197,117,"Yoga",118,539,139,18193,0.67,"Medium",4.1,2902,74,"Stressed","Fatigued","Young"
9037,48,"Male",150,50,"Cardio",37,425,142,12115,1.77,"High",9.9,3525,89,"Happy","Fatigued","Middle-aged"
9045,22,"Female",177,84,"Yoga",22,179,106,19562,6.81,"Low",10,3983,66,"Neutral","Neutral","Young"
9053,19,"Male",194,85,"Yoga",44,795,106,11539,14.71,"Low",4.4,3231,50,"Stressed","Neutral","Young"
9114,19,"Other",160,105,"Strength",19,236,143,3359,1.67,"Medium",4.4,2265,82,"Tired","Fatigued","Young"
9155,25,"Other",153,101,"Cycling",25,108,81,3082,3.85,"High",4.8,1540,62,"Stressed","Energized","Young"
9166,48,"Other",157,111,"Strength",115,128,82,3596,11.33,"Low",5.9,3816,67,"Tired","Energized","Middle-aged"
9169,26,"Other",150,91,"Cardio",34,669,103,16372,14.36,"Medium",4.2,1564,55,"Tired","Neutral","Young"
9172,54,"Other",154,85,"Running",14,110,172,6619,4.28,"Medium",5,2008,87,"Stressed","Fatigued","Senior"
9212,53,"Male",196,111,"Strength",40,808,134,18452,13.37,"High",9.9,2957,51,"Tired","Energized","Senior"
9233,52,"Other",173,56,"Strength",29,239,89,18633,0.63,"High",7.8,1721,51,"Happy","Energized","Senior"
9253,22,"Other",190,52,"Cycling",21,655,165,14209,14.27,"Medium",5,2579,62,"Stressed","Fatigued","Young"
9261,37,"Male",151,119,"Running",106,321,99,1972,8.2,"High",7.1,3780,53,"Tired","Neutral","Middle-aged"
9263,25,"Other",150,116,"Strength",100,832,159,2214,6.7,"High",4.2,1872,87,"Neutral","Energized","Young"
9266,57,"Female",188,118,"Cardio",52,247,157,6827,0.55,"Low",4.3,1892,57,"Tired","Energized","Senior"
9308,35,"Other",198,114,"Yoga",110,348,86,14676,5.45,"High",9.9,3312,51,"Stressed","Fatigued","Middle-aged"
9319,55,"Other",158,116,"Yoga",115,516,81,1337,10.22,"High",9.3,2972,83,"Happy","Fatigued","Senior"
9335,52,"Male",150,84,"Running",65,934,81,9487,10.19,"High",8.8,1653,52,"Neutral","Energized","Senior"
9351,20,"Male",161,113,"HIIT",99,189,161,3747,14.51,"High",4.5,1906,83,"Tired","Neutral","Young"
9369,27,"Other",176,119,"Cycling",38,885,178,1239,3.29,"High",8.6,2171,56,"Happy","Neutral","Young"
9378,55,"Female",154,113,"HIIT",110,886,86,16798,3.18,"Medium",8.1,2301,86,"Tired","Energized","Senior"
9395,20,"Female",158,108,"HIIT",83,885,132,1626,1.23,"High",5.1,2795,54,"Happy","Neutral","Young"
9417,18,"Other",187,117,"HIIT",70,553,148,19893,5.77,"High",4.8,3246,81,"Stressed","Fatigued","Young"
9428,51,"Male",153,117,"Yoga",32,225,103,2881,3.71,"Medium",8.7,3226,89,"Happy","Fatigued","Senior"
9440,55,"Male",156,113,"Running",12,939,119,16044,14.65,"Medium",8.3,2537,61,"Neutral","Neutral","Senior"
9481,37,"Male",150,52,"Yoga",102,970,159,16208,13.33,"Medium",7.3,2318,73,"Stressed","Energized","Middle-aged"
9485,38,"Other",156,114,"Yoga",84,918,151,18012,14.93,"Medium",7.9,1978,55,"Neutral","Energized","Middle-aged"
9490,43,"Female",199,115,"Running",89,381,117,2774,13,"High",5.8,2007,86,"Tired","Neutral","Middle-aged"
9507,51,"Other",164,119,"Yoga",84,989,83,8190,10.49,"Medium",7.4,1757,88,"Stressed","Neutral","Senior"
9511,54,"Other",152,53,"Strength",106,177,112,15269,5.58,"High",4.5,2571,50,"Happy","Neutral","Senior"
9513,31,"Female",193,63,"Running",85,111,148,19020,13.73,"Medium",9.6,2271,57,"Stressed","Neutral","Middle-aged"
9515,21,"Other",170,52,"HIIT",51,959,151,2118,4.45,"Medium",4.1,2360,83,"Tired","Neutral","Young"
9524,59,"Other",192,92,"Strength",64,907,169,18267,2.29,"Medium",5.5,2078,80,"Happy","Energized","Senior"
9546,55,"Other",174,74,"Yoga",107,969,169,15573,12.26,"High",4.1,3511,86,"Happy","Neutral","Senior"
9548,39,"Other",152,106,"Cycling",119,921,96,18575,3.81,"Low",6,3566,68,"Tired","Energized","Middle-aged"
9562,27,"Male",199,119,"Cardio",76,103,146,3642,14.89,"Low",9.9,2973,83,"Stressed","Energized","Young"
9566,58,"Male",199,55,"Cycling",105,209,86,13877,14.43,"High",4.9,1718,57,"Stressed","Energized","Senior"
9572,23,"Other",159,116,"Cycling",25,595,171,9357,14.47,"Low",4.9,1870,62,"Tired","Neutral","Young"
9579,59,"Female",184,66,"Yoga",18,313,171,17100,1.47,"Medium",6.8,3362,53,"Stressed","Fatigued","Senior"
9580,22,"Female",196,50,"Yoga",48,990,153,14568,12.21,"Low",4.9,2510,75,"Neutral","Neutral","Young"
9604,43,"Male",155,51,"Cycling",15,684,81,15124,5.17,"Low",8.9,3134,53,"Stressed","Neutral","Middle-aged"
9615,36,"Male",152,50,"Yoga",76,941,92,19291,4.34,"High",9.5,2812,83,"Stressed","Neutral","Middle-aged"
9618,18,"Other",153,108,"Strength",53,455,87,5311,7.77,"Low",4.4,2317,87,"Tired","Fatigued","Young"
9636,29,"Male",181,93,"Running",17,603,169,19632,2.92,"Medium",9.9,3684,55,"Tired","Fatigued","Young"
9640,31,"Female",192,87,"Cycling",11,284,111,2822,13.07,"Medium",6.4,3975,88,"Neutral","Neutral","Middle-aged"
9645,23,"Female",199,63,"Yoga",62,172,88,17024,11.31,"Medium",6.1,1707,89,"Neutral","Neutral","Young"
9651,19,"Male",168,83,"Cycling",98,516,117,1154,9.5,"High",9.4,1647,59,"Stressed","Fatigued","Young"
9653,35,"Female",181,115,"Cardio",54,973,81,16718,11.83,"Low",7,1759,53,"Happy","Energized","Middle-aged"
9655,58,"Female",157,107,"Strength",115,205,142,16503,1.23,"Low",7.9,1818,56,"Happy","Fatigued","Senior"
9663,59,"Female",174,90,"Running",108,537,80,16540,10.03,"Low",9.7,3167,63,"Stressed","Neutral","Senior"
9664,50,"Male",165,107,"Running",117,254,103,2597,14.03,"Medium",6.3,3149,86,"Tired","Fatigued","Middle-aged"
9671,40,"Male",177,62,"Strength",92,102,80,5103,1.47,"High",9.7,3542,87,"Stressed","Energized","Middle-aged"
9675,55,"Male",189,77,"Running",44,349,158,19652,0.73,"Low",5.4,1519,53,"Happy","Energized","Senior"
9684,18,"Other",150,60,"Strength",12,259,103,10303,0.54,"Low",6.2,3725,79,"Tired","Energized","Young"
9685,33,"Female",174,99,"Cardio",97,149,139,1201,8.09,"Medium",9.8,2254,89,"Stressed","Neutral","Middle-aged"
9690,36,"Female",169,71,"HIIT",112,949,166,4081,14.49,"High",9.1,1523,80,"Tired","Fatigued","Middle-aged"
9692,51,"Female",153,55,"Running",28,962,132,19955,14.65,"Medium",8.8,3403,88,"Tired","Neutral","Senior"
9698,20,"Male",184,119,"Running",15,853,173,8681,6.35,"High",5,1562,67,"Neutral","Neutral","Young"
9707,49,"Male",194,76,"HIIT",12,459,104,4680,14.36,"High",6.9,1539,50,"Stressed","Energized","Middle-aged"
9724,30,"Female",192,85,"Cycling",43,993,80,9730,1.85,"Low",9.5,1701,80,"Tired","Neutral","Young"
9733,21,"Female",190,50,"Cycling",15,157,103,11343,2.16,"High",9.6,3956,67,"Tired","Neutral","Young"
9749,59,"Other",196,103,"Strength",90,284,95,17108,13.44,"Medium",4.2,2888,83,"Tired","Energized","Senior"
9762,32,"Other",183,50,"Cardio",55,753,176,7263,13.48,"High",9.2,2304,89,"Neutral","Fatigued","Middle-aged"
9765,59,"Other",186,56,"Running",28,908,132,2616,3,"Low",8.6,3816,71,"Stressed","Neutral","Senior"
9766,22,"Male",184,65,"Running",58,109,104,6392,0.57,"High",8.3,3548,66,"Neutral","Energized","Young"
9779,38,"Other",165,80,"HIIT",30,966,179,3349,4.25,"Low",6.2,3244,81,"Happy","Fatigued","Middle-aged"
9780,32,"Male",161,60,"Running",105,195,179,19775,12.53,"Low",5.2,1940,76,"Neutral","Fatigued","Middle-aged"
9783,52,"Male",156,77,"Strength",29,100,93,19274,12.74,"Low",5.3,2523,76,"Happy","Fatigued","Senior"
9793,59,"Female",184,63,"HIIT",68,388,115,1890,2.69,"Medium",7.8,2947,52,"Tired","Energized","Senior"
9794,40,"Female",150,101,"Cardio",35,869,105,19536,9.8,"Low",8.5,3984,50,"Stressed","Fatigued","Middle-aged"
9800,27,"Other",153,103,"Cycling",118,876,135,17505,13.53,"High",8.9,1835,82,"Tired","Fatigued","Young"
9815,18,"Male",184,104,"Strength",97,426,88,10722,13.09,"Low",9.8,2369,50,"Stressed","Neutral","Young"
9819,20,"Other",155,50,"Running",15,405,156,19488,8.39,"Low",8.1,2859,69,"Neutral","Neutral","Young"
9832,38,"Female",165,50,"Cycling",117,191,177,6213,12.73,"Medium",9.6,2762,52,"Neutral","Fatigued","Middle-aged"
9837,23,"Male",167,113,"Cardio",103,478,170,14022,1.09,"Medium",6.1,3933,82,"Tired","Energized","Young"
9841,20,"Male",192,70,"HIIT",11,911,167,13322,1.68,"Low",7.3,3762,71,"Tired","Energized","Young"
9847,54,"Other",157,118,"Running",40,347,109,13634,2.99,"Low",4.5,2130,89,"Tired","Fatigued","Senior"
9850,31,"Female",183,109,"Running",10,266,117,4121,10.95,"Low",7.2,1658,89,"Neutral","Neutral","Middle-aged"
9853,46,"Other",199,55,"Running",104,626,124,5774,8.73,"Medium",8.8,3559,50,"Neutral","Fatigued","Middle-aged"
9862,19,"Female",199,83,"Running",105,286,171,7197,5.75,"Low",8.2,3788,88,"Happy","Fatigued","Young"
9873,20,"Male",161,107,"Cycling",112,199,110,4512,0.99,"Medium",9.3,2097,60,"Neutral","Neutral","Young"
9877,20,"Other",190,76,"Yoga",17,504,92,3965,7.51,"Low",9.8,2739,52,"Happy","Fatigued","Young"
9892,21,"Other",158,105,"Cardio",86,469,134,8788,14.85,"High",6.6,1973,50,"Happy","Neutral","Young"
9895,51,"Female",177,64,"Strength",10,588,170,1548,2.96,"High",9.7,2529,87,"Happy","Neutral","Senior"
9897,38,"Male",183,67,"Cycling",40,206,143,1879,7.94,"Low",9.3,3994,89,"Neutral","Neutral","Middle-aged"
9899,57,"Other",151,66,"Strength",49,800,133,3720,0.7,"High",8.8,2532,67,"Stressed","Energized","Senior"
9901,50,"Male",163,59,"Yoga",99,463,81,1222,11.66,"High",9.2,1567,88,"Neutral","Fatigued","Middle-aged"
9907,43,"Female",199,50,"Yoga",102,353,80,2811,2.14,"Medium",7.6,2123,57,"Neutral","Fatigued","Middle-aged"
9910,56,"Male",174,112,"Yoga",105,226,171,3109,5.07,"High",4.5,3584,69,"Stressed","Energized","Senior"
9911,41,"Male",152,106,"Cycling",115,299,175,18906,13.74,"Low",7.8,2120,80,"Tired","Fatigued","Middle-aged"
9924,45,"Female",171,110,"HIIT",118,252,155,19128,11.55,"High",4.2,1744,71,"Neutral","Fatigued","Middle-aged"
9928,57,"Other",185,58,"Cardio",118,179,108,5475,6.48,"Low",4.3,1517,53,"Stressed","Neutral","Senior"
9930,32,"Female",172,54,"HIIT",117,918,83,13955,11.17,"High",5.6,3919,68,"Tired","Energized","Middle-aged"
9937,20,"Other",152,115,"Cardio",30,886,127,5971,4.87,"High",6.2,2090,50,"Tired","Energized","Young"
9940,34,"Other",160,50,"Running",16,812,170,4081,0.86,"High",8.5,2923,63,"Tired","Neutral","Middle-aged"
9943,25,"Male",162,78,"Cardio",114,232,155,18158,11.84,"Low",8.8,3667,50,"Tired","Neutral","Young"
9945,40,"Other",190,50,"Cycling",94,178,167,1384,3.84,"Medium",9.5,2863,54,"Happy","Energized","Middle-aged"
9947,55,"Male",198,73,"HIIT",78,726,107,10054,14.95,"Medium",5.3,2335,88,"Happy","Energized","Senior"
9951,46,"Other",160,117,"Cardio",111,489,108,2395,0.94,"Medium",4.3,2638,66,"Tired","Energized","Middle-aged"
9952,40,"Other",197,110,"Running",23,583,128,3710,0.96,"Low",4.5,2097,55,"Happy","Energized","Middle-aged"
9962,27,"Male",154,74,"Strength",30,547,173,14201,0.52,"Medium",8.8,3355,53,"Happy","Neutral","Young"
9963,48,"Female",152,111,"Strength",103,110,152,19773,6.44,"Low",8.1,2204,75,"Neutral","Energized","Middle-aged"
9965,24,"Other",189,59,"Yoga",25,161,161,3197,12.6,"High",9.4,2761,57,"Tired","Fatigued","Young"
9971,53,"Male",150,102,"Cycling",28,142,167,6041,9.68,"Low",6.9,3481,87,"Neutral","Energized","Senior"
9973,24,"Male",190,72,"Cardio",117,795,85,1032,4.56,"Low",4.1,1791,73,"Happy","Fatigued","Young"
9978,23,"Other",198,82,"Cardio",19,357,113,19406,1.46,"High",9.1,1948,87,"Happy","Fatigued","Young"
9979,23,"Male",176,61,"Cycling",112,994,111,12412,13.82,"Low",8.7,1582,89,"Stressed","Energized","Young"
9980,27,"Male",171,53,"Cardio",84,148,94,4796,8.25,"Low",4.2,3832,89,"Stressed","Neutral","Young"
9988,52,"Male",199,91,"HIIT",34,208,107,9166,2.04,"Low",4.4,2171,82,"Happy","Energized","Senior"
9993,18,"Male",169,117,"Running",91,360,150,15400,12.68,"High",9.8,2873,65,"Stressed","Fatigued","Young"
9996,20,"Other",173,59,"Yoga",95,230,160,1330,12.83,"Medium",10,3718,56,"Neutral","Neutral","Young"
